,rmse,mean,median,std,min,max,sse
CameraTrajectory04.txt,110.44013572007267,96.4951175814124,95.7494739994722,53.71885945194171,8.504017077559682,200.89037486311426,3305393.3896022476
CameraTrajectory05.txt,67.30514545160463,37.8947032537971,20.95639412895807,55.62350285237629,7.866089701339915,328.48379461072017,12507281.97036643
